county,stname,ctyname,variable,value,year.label
029,Maryland,Kent County,domesticmig2010,18,2010
031,Maryland,Montgomery County,domesticmig2010,311,2010
033,Maryland,Prince George's County,domesticmig2010,-783,2010
035,Maryland,Queen Anne's County,domesticmig2010,32,2010
037,Maryland,St. Mary's County,domesticmig2010,370,2010
039,Maryland,Somerset County,domesticmig2010,11,2010
041,Maryland,Talbot County,domesticmig2010,74,2010
043,Maryland,Washington County,domesticmig2010,193,2010
045,Maryland,Wicomico County,domesticmig2010,-39,2010
047,Maryland,Worcester County,domesticmig2010,48,2010
510,Maryland,Baltimore city,domesticmig2010,-1022,2010
000,Maryland,Maryland,domesticmig2011,208,2011
001,Maryland,Allegany County,domesticmig2011,-242,2011
003,Maryland,Anne Arundel County,domesticmig2011,1639,2011
005,Maryland,Baltimore County,domesticmig2011,1134,2011
009,Maryland,Calvert County,domesticmig2011,18,2011
011,Maryland,Caroline County,domesticmig2011,-326,2011
013,Maryland,Carroll County,domesticmig2011,-361,2011
015,Maryland,Cecil County,domesticmig2011,22,2011
017,Maryland,Charles County,domesticmig2011,970,2011
019,Maryland,Dorchester County,domesticmig2011,-50,2011
021,Maryland,Frederick County,domesticmig2011,1199,2011
023,Maryland,Garrett County,domesticmig2011,29,2011
025,Maryland,Harford County,domesticmig2011,331,2011
027,Maryland,Howard County,domesticmig2011,1854,2011
029,Maryland,Kent County,domesticmig2011,106,2011
031,Maryland,Montgomery County,domesticmig2011,558,2011
033,Maryland,Prince George's County,domesticmig2011,-3762,2011
035,Maryland,Queen Anne's County,domesticmig2011,320,2011
037,Maryland,St. Mary's County,domesticmig2011,869,2011
039,Maryland,Somerset County,domesticmig2011,-195,2011
041,Maryland,Talbot County,domesticmig2011,112,2011
043,Maryland,Washington County,domesticmig2011,548,2011
045,Maryland,Wicomico County,domesticmig2011,252,2011
047,Maryland,Worcester County,domesticmig2011,125,2011
510,Maryland,Baltimore city,domesticmig2011,-4942,2011
000,Maryland,Maryland,domesticmig2012,-6323,2012
001,Maryland,Allegany County,domesticmig2012,-463,2012
003,Maryland,Anne Arundel County,domesticmig2012,1208,2012
005,Maryland,Baltimore County,domesticmig2012,-55,2012
009,Maryland,Calvert County,domesticmig2012,-10,2012
011,Maryland,Caroline County,domesticmig2012,-386,2012
013,Maryland,Carroll County,domesticmig2012,-309,2012
015,Maryland,Cecil County,domesticmig2012,-235,2012
017,Maryland,Charles County,domesticmig2012,242,2012
019,Maryland,Dorchester County,domesticmig2012,-219,2012
021,Maryland,Frederick County,domesticmig2012,527,2012
023,Maryland,Garrett County,domesticmig2012,-191,2012
025,Maryland,Harford County,domesticmig2012,773,2012
027,Maryland,Howard County,domesticmig2012,2224,2012
029,Maryland,Kent County,domesticmig2012,-239,2012
031,Maryland,Montgomery County,domesticmig2012,-2423,2012
033,Maryland,Prince George's County,domesticmig2012,-4374,2012
035,Maryland,Queen Anne's County,domesticmig2012,198,2012
037,Maryland,St. Mary's County,domesticmig2012,267,2012
039,Maryland,Somerset County,domesticmig2012,-302,2012
041,Maryland,Talbot County,domesticmig2012,121,2012
043,Maryland,Washington County,domesticmig2012,-245,2012
045,Maryland,Wicomico County,domesticmig2012,-235,2012
047,Maryland,Worcester County,domesticmig2012,184,2012
510,Maryland,Baltimore city,domesticmig2012,-2381,2012
000,Maryland,Maryland,domesticmig2013,-10919,2013
001,Maryland,Allegany County,domesticmig2013,-207,2013
003,Maryland,Anne Arundel County,domesticmig2013,1430,2013
005,Maryland,Baltimore County,domesticmig2013,19,2013
009,Maryland,Calvert County,domesticmig2013,365,2013
011,Maryland,Caroline County,domesticmig2013,-94,2013
013,Maryland,Carroll County,domesticmig2013,34,2013
015,Maryland,Cecil County,domesticmig2013,-104,2013
017,Maryland,Charles County,domesticmig2013,986,2013
019,Maryland,Dorchester County,domesticmig2013,50,2013
021,Maryland,Frederick County,domesticmig2013,-53,2013
023,Maryland,Garrett County,domesticmig2013,0,2013
025,Maryland,Harford County,domesticmig2013,-495,2013
027,Maryland,Howard County,domesticmig2013,1200,2013
029,Maryland,Kent County,domesticmig2013,-91,2013
031,Maryland,Montgomery County,domesticmig2013,-5045,2013
033,Maryland,Prince George's County,domesticmig2013,-2985,2013
035,Maryland,Queen Anne's County,domesticmig2013,-51,2013
037,Maryland,St. Mary's County,domesticmig2013,-392,2013
039,Maryland,Somerset County,domesticmig2013,-146,2013
041,Maryland,Talbot County,domesticmig2013,9,2013
043,Maryland,Washington County,domesticmig2013,-444,2013
045,Maryland,Wicomico County,domesticmig2013,-325,2013
047,Maryland,Worcester County,domesticmig2013,111,2013
510,Maryland,Baltimore city,domesticmig2013,-4691,2013
000,Maryland,Maryland,domesticmig2014,-16504,2014
001,Maryland,Allegany County,domesticmig2014,-434,2014
003,Maryland,Anne Arundel County,domesticmig2014,466,2014
005,Maryland,Baltimore County,domesticmig2014,-2168,2014
009,Maryland,Calvert County,domesticmig2014,-246,2014
011,Maryland,Caroline County,domesticmig2014,-190,2014
013,Maryland,Carroll County,domesticmig2014,6,2014
015,Maryland,Cecil County,domesticmig2014,46,2014
017,Maryland,Charles County,domesticmig2014,696,2014
019,Maryland,Dorchester County,domesticmig2014,-120,2014
021,Maryland,Frederick County,domesticmig2014,445,2014
023,Maryland,Garrett County,domesticmig2014,-303,2014
025,Maryland,Harford County,domesticmig2014,-522,2014
027,Maryland,Howard County,domesticmig2014,40,2014
029,Maryland,Kent County,domesticmig2014,61,2014
031,Maryland,Montgomery County,domesticmig2014,-6758,2014
033,Maryland,Prince George's County,domesticmig2014,-2817,2014
035,Maryland,Queen Anne's County,domesticmig2014,139,2014
037,Maryland,St. Mary's County,domesticmig2014,-69,2014
039,Maryland,Somerset County,domesticmig2014,-453,2014
041,Maryland,Talbot County,domesticmig2014,-279,2014
043,Maryland,Washington County,domesticmig2014,-381,2014
045,Maryland,Wicomico County,domesticmig2014,-47,2014
047,Maryland,Worcester County,domesticmig2014,139,2014
510,Maryland,Baltimore city,domesticmig2014,-3755,2014
000,Maryland,Maryland,domesticmig2015,-25680,2015
001,Maryland,Allegany County,domesticmig2015,-295,2015
003,Maryland,Anne Arundel County,domesticmig2015,-266,2015
005,Maryland,Baltimore County,domesticmig2015,-2594,2015
009,Maryland,Calvert County,domesticmig2015,-383,2015
011,Maryland,Caroline County,domesticmig2015,-74,2015
013,Maryland,Carroll County,domesticmig2015,-369,2015
015,Maryland,Cecil County,domesticmig2015,15,2015
017,Maryland,Charles County,domesticmig2015,181,2015
019,Maryland,Dorchester County,domesticmig2015,-135,2015
021,Maryland,Frederick County,domesticmig2015,-95,2015
023,Maryland,Garrett County,domesticmig2015,-224,2015
025,Maryland,Harford County,domesticmig2015,-885,2015
027,Maryland,Howard County,domesticmig2015,869,2015
029,Maryland,Kent County,domesticmig2015,24,2015
031,Maryland,Montgomery County,domesticmig2015,-8801,2015
033,Maryland,Prince George's County,domesticmig2015,-6643,2015
035,Maryland,Queen Anne's County,domesticmig2015,127,2015
037,Maryland,St. Mary's County,domesticmig2015,149,2015
039,Maryland,Somerset County,domesticmig2015,97,2015
041,Maryland,Talbot County,domesticmig2015,26,2015
043,Maryland,Washington County,domesticmig2015,-370,2015
045,Maryland,Wicomico County,domesticmig2015,-203,2015
047,Maryland,Worcester County,domesticmig2015,56,2015
510,Maryland,Baltimore city,domesticmig2015,-5887,2015
000,Maryland,Maryland,domesticmig2016,-29676,2016
001,Maryland,Allegany County,domesticmig2016,-203,2016
003,Maryland,Anne Arundel County,domesticmig2016,512,2016
005,Maryland,Baltimore County,domesticmig2016,-2989,2016
009,Maryland,Calvert County,domesticmig2016,257,2016
011,Maryland,Caroline County,domesticmig2016,136,2016
013,Maryland,Carroll County,domesticmig2016,-274,2016
015,Maryland,Cecil County,domesticmig2016,-109,2016
017,Maryland,Charles County,domesticmig2016,699,2016
019,Maryland,Dorchester County,domesticmig2016,-162,2016
021,Maryland,Frederick County,domesticmig2016,450,2016
023,Maryland,Garrett County,domesticmig2016,-15,2016
025,Maryland,Harford County,domesticmig2016,-103,2016
027,Maryland,Howard County,domesticmig2016,1004,2016
029,Maryland,Kent County,domesticmig2016,59,2016
031,Maryland,Montgomery County,domesticmig2016,-9307,2016
033,Maryland,Prince George's County,domesticmig2016,-9414,2016
035,Maryland,Queen Anne's County,domesticmig2016,-20,2016
037,Maryland,St. Mary's County,domesticmig2016,-11,2016
039,Maryland,Somerset County,domesticmig2016,116,2016
041,Maryland,Talbot County,domesticmig2016,-196,2016
043,Maryland,Washington County,domesticmig2016,129,2016
045,Maryland,Wicomico County,domesticmig2016,-195,2016
047,Maryland,Worcester County,domesticmig2016,202,2016
510,Maryland,Baltimore city,domesticmig2016,-10242,2016
000,Maryland,Maryland,domesticmig2017,-24011,2017
001,Maryland,Allegany County,domesticmig2017,-470,2017
003,Maryland,Anne Arundel County,domesticmig2017,778,2017
005,Maryland,Baltimore County,domesticmig2017,-3864,2017
009,Maryland,Calvert County,domesticmig2017,130,2017
011,Maryland,Caroline County,domesticmig2017,177,2017
013,Maryland,Carroll County,domesticmig2017,400,2017
015,Maryland,Cecil County,domesticmig2017,-282,2017
017,Maryland,Charles County,domesticmig2017,1356,2017
019,Maryland,Dorchester County,domesticmig2017,-123,2017
021,Maryland,Frederick County,domesticmig2017,2209,2017
023,Maryland,Garrett County,domesticmig2017,-72,2017
025,Maryland,Harford County,domesticmig2017,875,2017
027,Maryland,Howard County,domesticmig2017,676,2017
029,Maryland,Kent County,domesticmig2017,-128,2017
031,Maryland,Montgomery County,domesticmig2017,-7408,2017
033,Maryland,Prince George's County,domesticmig2017,-10016,2017
035,Maryland,Queen Anne's County,domesticmig2017,438,2017
037,Maryland,St. Mary's County,domesticmig2017,105,2017
039,Maryland,Somerset County,domesticmig2017,66,2017
041,Maryland,Talbot County,domesticmig2017,9,2017
043,Maryland,Washington County,domesticmig2017,318,2017
045,Maryland,Wicomico County,domesticmig2017,-329,2017
047,Maryland,Worcester County,domesticmig2017,369,2017
510,Maryland,Baltimore city,domesticmig2017,-9225,2017
000,Maryland,Maryland,domesticmig2018,-24518,2018
001,Maryland,Allegany County,domesticmig2018,-209,2018
003,Maryland,Anne Arundel County,domesticmig2018,1646,2018
005,Maryland,Baltimore County,domesticmig2018,-3816,2018
009,Maryland,Calvert County,domesticmig2018,464,2018
011,Maryland,Caroline County,domesticmig2018,94,2018
013,Maryland,Carroll County,domesticmig2018,671,2018
015,Maryland,Cecil County,domesticmig2018,66,2018
017,Maryland,Charles County,domesticmig2018,1302,2018
019,Maryland,Dorchester County,domesticmig2018,-173,2018
021,Maryland,Frederick County,domesticmig2018,3043,2018
023,Maryland,Garrett County,domesticmig2018,-31,2018
025,Maryland,Harford County,domesticmig2018,1358,2018
027,Maryland,Howard County,domesticmig2018,862,2018
029,Maryland,Kent County,domesticmig2018,92,2018
031,Maryland,Montgomery County,domesticmig2018,-10730,2018
033,Maryland,Prince George's County,domesticmig2018,-9946,2018
035,Maryland,Queen Anne's County,domesticmig2018,440,2018
037,Maryland,St. Mary's County,domesticmig2018,-307,2018
039,Maryland,Somerset County,domesticmig2018,-248,2018
041,Maryland,Talbot County,domesticmig2018,97,2018
043,Maryland,Washington County,domesticmig2018,310,2018
045,Maryland,Wicomico County,domesticmig2018,345,2018
047,Maryland,Worcester County,domesticmig2018,522,2018
510,Maryland,Baltimore city,domesticmig2018,-10370,2018
000,Maryland,Maryland,netmig2010,7431,2010
001,Maryland,Allegany County,netmig2010,-90,2010
003,Maryland,Anne Arundel County,netmig2010,745,2010
005,Maryland,Baltimore County,netmig2010,896,2010
009,Maryland,Calvert County,netmig2010,111,2010
011,Maryland,Caroline County,netmig2010,-30,2010
013,Maryland,Carroll County,netmig2010,26,2010
015,Maryland,Cecil County,netmig2010,5,2010
017,Maryland,Charles County,netmig2010,337,2010
019,Maryland,Dorchester County,netmig2010,41,2010
021,Maryland,Frederick County,netmig2010,477,2010
023,Maryland,Garrett County,netmig2010,-9,2010
025,Maryland,Harford County,netmig2010,218,2010
027,Maryland,Howard County,netmig2010,984,2010
029,Maryland,Kent County,netmig2010,23,2010
031,Maryland,Montgomery County,netmig2010,2480,2010
033,Maryland,Prince George's County,netmig2010,759,2010
035,Maryland,Queen Anne's County,netmig2010,33,2010
037,Maryland,St. Mary's County,netmig2010,432,2010
039,Maryland,Somerset County,netmig2010,24,2010
041,Maryland,Talbot County,netmig2010,79,2010
043,Maryland,Washington County,netmig2010,243,2010
045,Maryland,Wicomico County,netmig2010,72,2010
047,Maryland,Worcester County,netmig2010,66,2010
510,Maryland,Baltimore city,netmig2010,-491,2010
000,Maryland,Maryland,netmig2011,20934,2011
001,Maryland,Allegany County,netmig2011,-193,2011
003,Maryland,Anne Arundel County,netmig2011,2308,2011
005,Maryland,Baltimore County,netmig2011,3993,2011
009,Maryland,Calvert County,netmig2011,48,2011
011,Maryland,Caroline County,netmig2011,-298,2011
013,Maryland,Carroll County,netmig2011,-340,2011
015,Maryland,Cecil County,netmig2011,86,2011
017,Maryland,Charles County,netmig2011,1130,2011
019,Maryland,Dorchester County,netmig2011,-34,2011
021,Maryland,Frederick County,netmig2011,1724,2011
023,Maryland,Garrett County,netmig2011,39,2011
025,Maryland,Harford County,netmig2011,562,2011
027,Maryland,Howard County,netmig2011,3068,2011
029,Maryland,Kent County,netmig2011,106,2011
031,Maryland,Montgomery County,netmig2011,8149,2011
033,Maryland,Prince George's County,netmig2011,1016,2011
035,Maryland,Queen Anne's County,netmig2011,317,2011
037,Maryland,St. Mary's County,netmig2011,945,2011
039,Maryland,Somerset County,netmig2011,-168,2011
041,Maryland,Talbot County,netmig2011,140,2011
043,Maryland,Washington County,netmig2011,706,2011
045,Maryland,Wicomico County,netmig2011,671,2011
047,Maryland,Worcester County,netmig2011,168,2011
510,Maryland,Baltimore city,netmig2011,-3209,2011
000,Maryland,Maryland,netmig2012,19437,2012
001,Maryland,Allegany County,netmig2012,-394,2012
003,Maryland,Anne Arundel County,netmig2012,2588,2012
005,Maryland,Baltimore County,netmig2012,3216,2012
009,Maryland,Calvert County,netmig2012,109,2012
011,Maryland,Caroline County,netmig2012,-338,2012
013,Maryland,Carroll County,netmig2012,-227,2012
015,Maryland,Cecil County,netmig2012,-158,2012
017,Maryland,Charles County,netmig2012,468,2012
019,Maryland,Dorchester County,netmig2012,-205,2012
021,Maryland,Frederick County,netmig2012,1273,2012
023,Maryland,Garrett County,netmig2012,-177,2012
025,Maryland,Harford County,netmig2012,1115,2012
027,Maryland,Howard County,netmig2012,3720,2012
029,Maryland,Kent County,netmig2012,-233,2012
031,Maryland,Montgomery County,netmig2012,6751,2012
033,Maryland,Prince George's County,netmig2012,1243,2012
035,Maryland,Queen Anne's County,netmig2012,219,2012
037,Maryland,St. Mary's County,netmig2012,567,2012
039,Maryland,Somerset County,netmig2012,-267,2012
041,Maryland,Talbot County,netmig2012,146,2012
043,Maryland,Washington County,netmig2012,-37,2012
045,Maryland,Wicomico County,netmig2012,175,2012
047,Maryland,Worcester County,netmig2012,209,2012
510,Maryland,Baltimore city,netmig2012,-326,2012
000,Maryland,Maryland,netmig2013,10487,2013
001,Maryland,Allegany County,netmig2013,-144,2013
003,Maryland,Anne Arundel County,netmig2013,2362,2013
005,Maryland,Baltimore County,netmig2013,2644,2013
009,Maryland,Calvert County,netmig2013,426,2013
011,Maryland,Caroline County,netmig2013,-33,2013
013,Maryland,Carroll County,netmig2013,82,2013
015,Maryland,Cecil County,netmig2013,-42,2013
017,Maryland,Charles County,netmig2013,1144,2013
019,Maryland,Dorchester County,netmig2013,64,2013
021,Maryland,Frederick County,netmig2013,531,2013
023,Maryland,Garrett County,netmig2013,2,2013
025,Maryland,Harford County,netmig2013,-280,2013
